company,Opening Date,issue_price,issue_size_cr,sub_qib,sub_hni,sub_retail,Total (x),Listing Date,Open Price on Listing (Rs.),Close Price on Listing (Rs.),listing_gain_pct,year,positive_listing,gmp_pct,sector,market_mood,pe_vs_sector,promoter_holding,revenue_growth_pct,roce_pct,debt_equity,company_age
Amagi Media Labs Ltd.,13-Jan-2026,361.0,1788.62,13.85,38.3,9.47,17.08,21-Jan-2026,318.00,348.25,-3.53,2025,0,0.1377990980603223,Other,neutral,1.2,60.0,20.0,15.0,0.5,10.0
Bharat Coking Coal Ltd.,09-Jan-2026,23.0,1068.78,124.54,253.2,46.99,107.48,19-Jan-2026,45.00,40.58,76.43,2025,1,48.23109584112915,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
Om Power Transmission Ltd.,09-Apr-2026,,150.06,,,,,,,,0.0,2025,0,-2.7281623643842168,Other,neutral,1.2,60.0,20.0,15.0,0.5,10.0
Indo Farm Equipment Ltd.,31-Dec-2024,215.0,260.15,97.11,498.49,102.57,159.23,07-Jan-2025,256.00,273.69,27.3,2024,1,20.588382932808297,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
Unimech Aerospace & Manufacturing Ltd.,23-Dec-2024,785.0,500.0,133.73,275.23,57.86,128.02,31-Dec-2024,"1,460.00","1,376.25",75.32,2024,1,40.98644681162315,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
Senores Pharmaceuticals Ltd.,20-Dec-2024,391.0,582.11,40.12,98.1,94.87,54.02,30-Dec-2024,593.70,557.80,42.66,2024,1,27.356571281400807,Pharma,bull,1.2,60.0,20.0,15.0,0.5,10.0
Ventive Hospitality Ltd.,20-Dec-2024,643.0,1600.0,4.43,14.54,6.19,6.12,30-Dec-2024,716.00,704.35,9.54,2024,1,12.295366877429936,Other,neutral,1.2,60.0,20.0,15.0,0.5,10.0
Carraro India Ltd.,20-Dec-2024,704.0,1250.0,1.56,0.59,0.72,1.12,30-Dec-2024,651.00,636.20,-9.63,2024,0,-8.749608975392066,Other,bear,1.2,60.0,20.0,15.0,0.5,10.0
Transrail Lighting Ltd.,19-Dec-2024,432.0,838.91,79.49,78.1,23.08,58.2,27-Dec-2024,590.00,553.55,28.14,2024,1,15.185106811191684,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
DAM Capital Advisors Ltd.,19-Dec-2024,283.0,840.25,67.08,98.1,27.22,57.65,27-Dec-2024,393.00,415.10,46.68,2024,1,28.306954095262924,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
Mamata Machinery Ltd.,19-Dec-2024,243.0,179.35,94.92,272.75,139.29,136.48,27-Dec-2024,600.00,630.00,159.26,2024,1,94.0455730376514,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
Sanathan Textiles Ltd.,19-Dec-2024,321.0,550.0,32.51,44.26,9.3,26.15,27-Dec-2024,422.30,388.35,20.98,2024,1,7.936009706801601,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
Concord Enviro Systems Ltd.,19-Dec-2024,701.0,500.33,7.39,14.4,5.68,7.84,27-Dec-2024,826.00,827.10,17.99,2024,1,10.99968892441808,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
International Gemmological Institute (India) Ltd.,13-Dec-2024,417.0,4225.0,19.83,25.84,11.48,19.89,20-Dec-2024,510.00,471.15,12.99,2024,1,4.607088858821685,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
Inventurus Knowledge Solutions Ltd.,12-Dec-2024,1329.0,2497.92,32.84,23.13,14.65,29.46,19-Dec-2024,"1,900.00","1,960.85",47.54,2024,1,29.94477729190554,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
One Mobikwik Systems Ltd.,11-Dec-2024,279.0,572.0,50.81,114.38,143.52,69.61,18-Dec-2024,440.00,528.00,89.25,2024,1,50.791727297298586,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
Sai Life Sciences Ltd.,11-Dec-2024,549.0,3042.62,12.54,4.99,1.36,7.5,18-Dec-2024,650.00,764.65,39.28,2024,1,28.21780321505262,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
Vishal Mega Mart Ltd.,11-Dec-2024,78.0,8000.0,34.65,14.96,2.44,20.42,18-Dec-2024,104.00,111.93,43.5,2024,1,23.750240122991286,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
Suraksha Diagnostic Ltd.,29-Nov-2024,441.0,846.25,1.31,1.39,0.88,1.17,06-Dec-2024,438.00,441.00,0.0,2024,0,-0.9661845486170269,Other,neutral,1.2,60.0,20.0,15.0,0.5,10.0
Enviro Infra Engineers Ltd.,22-Nov-2024,148.0,650.3,63.5,152.57,23.86,62.85,29-Nov-2024,220.00,207.07,39.91,2024,1,26.38655165210901,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
NTPC Green Energy Ltd.,19-Nov-2024,108.0,10000.0,2.01,0.84,3.6,1.91,27-Nov-2024,111.50,121.65,12.64,2024,1,3.8914070506981338,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
Zinka Logistics Solutions Ltd.,13-Nov-2024,273.0,1114.72,1.53,0.23,1.6,1.34,22-Nov-2024,279.05,260.20,-4.69,2024,0,-2.131620196187612,Other,neutral,1.2,60.0,20.0,15.0,0.5,10.0
Niva Bupa Health Insurance Co.Ltd.,07-Nov-2024,74.0,2200.0,1.49,0.7,2.77,1.5,14-Nov-2024,78.50,74.00,0.0,2024,0,3.921428262847284,Other,neutral,1.2,60.0,20.0,15.0,0.5,10.0
Swiggy Ltd.,06-Nov-2024,390.0,11327.43,3.01,0.39,1.06,2.42,13-Nov-2024,420.00,456.00,16.92,2024,1,5.329550296316318,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
ACME Solar Holdings Ltd.,06-Nov-2024,289.0,2900.0,2.12,0.95,3.12,2.04,13-Nov-2024,251.00,253.15,-12.4,2024,0,-6.8860984244030865,Other,bear,1.2,60.0,20.0,15.0,0.5,10.0
Sagility India Ltd.,05-Nov-2024,30.0,2106.4,2.04,1.88,3.98,2.2,12-Nov-2024,31.06,29.32,-2.27,2024,0,-0.5823516172547294,Other,neutral,1.2,60.0,20.0,15.0,0.5,10.0
Afcons Infrastructure Ltd.,25-Oct-2024,463.0,5430.0,2.19,5.23,0.94,2.2,04-Nov-2024,426.00,474.20,2.42,2024,1,3.79746861533193,Other,neutral,1.2,60.0,20.0,15.0,0.5,10.0
Godavari Biorefineries Ltd.,23-Oct-2024,352.0,554.75,1.77,0.89,1.68,1.61,30-Oct-2024,308.00,343.20,-2.5,2024,0,-5.210852132634246,Other,neutral,1.2,60.0,20.0,15.0,0.5,10.0
Deepak Builders & Engineers India Ltd.,21-Oct-2024,203.0,260.04,6.03,81.74,38.95,28.91,28-Oct-2024,200.00,161.95,-20.22,2024,0,-16.09336983925283,Other,bear,1.2,60.0,20.0,15.0,0.5,10.0
Waaree Energies Ltd.,21-Oct-2024,1503.0,4321.44,86.51,64.65,11.06,55.98,28-Oct-2024,"2,500.00","2,338.90",55.62,2024,1,34.93782469685069,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
Hyundai Motor India Ltd.,15-Oct-2024,1960.0,27858.75,3.4,0.57,0.44,1.93,22-Oct-2024,"1,934.00","1,819.60",-7.16,2024,0,-3.405045980300442,Other,bear,1.2,60.0,20.0,15.0,0.5,10.0
Garuda Construction & Engineering Ltd.,08-Oct-2024,95.0,264.1,1.13,8.93,10.56,5.6,15-Oct-2024,105.00,106.36,11.96,2024,1,7.92747855103763,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
Diffusion Engineers Ltd.,26-Sep-2024,168.0,157.96,38.77,76.42,83.84,59.88,04-Oct-2024,193.50,203.17,20.93,2024,1,13.597344628490928,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
KRN Heat Exchanger & Refrigeration Ltd.,25-Sep-2024,220.0,341.95,102.4,428.12,101.07,151.95,03-Oct-2024,480.00,478.79,117.63,2024,1,68.53792583526452,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
Manba Finance Ltd.,23-Sep-2024,120.0,150.84,58.0,511.91,139.75,154.7,30-Sep-2024,150.00,157.45,31.21,2024,1,19.42276109148301,Finance,bull,1.2,60.0,20.0,15.0,0.5,10.0
Western Carriers (India) Ltd.,13-Sep-2024,172.0,492.88,12.01,46.53,27.21,22.51,24-Sep-2024,171.00,159.44,-7.3,2024,0,-3.500782580103956,Other,bear,1.2,60.0,20.0,15.0,0.5,10.0
Arkade Developers Ltd.,16-Sep-2024,128.0,410.0,69.48,174.23,58.03,80.78,24-Sep-2024,175.00,165.86,29.58,2024,1,15.604945745920894,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
Northern Arc Capital Ltd.,16-Sep-2024,263.0,777.0,97.41,149.32,32.85,80.97,24-Sep-2024,350.00,323.40,22.97,2024,1,19.379323533434267,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
P N Gadgil Jewellers Ltd.,10-Sep-2024,480.0,1100.0,58.18,58.89,17.73,44.13,17-Sep-2024,830.00,793.30,65.27,2024,1,40.58349876273536,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
Bajaj Housing Finance Ltd.,09-Sep-2024,70.0,6560.0,89.67,42.85,7.54,49.63,16-Sep-2024,150.00,165.00,135.71,2024,1,77.85208950839205,Finance,bull,1.2,60.0,20.0,15.0,0.5,10.0
Tolins Tyres Ltd.,09-Sep-2024,226.0,230.0,11.43,28.72,22.31,17.83,16-Sep-2024,228.00,239.40,5.93,2024,1,5.5276608259014886,Other,neutral,1.2,60.0,20.0,15.0,0.5,10.0
Kross Ltd.,09-Sep-2024,240.0,500.0,10.44,23.36,11.48,12.74,16-Sep-2024,240.00,259.81,8.25,2024,1,2.025954989318036,Other,neutral,1.2,60.0,20.0,15.0,0.5,10.0
Shree Tirupati Balajee Agro Trading Co.Ltd.,05-Sep-2024,83.0,169.65,60.56,209.02,71.62,86.7,12-Sep-2024,90.00,94.50,13.86,2024,1,10.677253811227356,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
Gala Precision Engineering Ltd.,02-Sep-2024,529.0,167.93,92.68,425.84,102.38,145.78,09-Sep-2024,721.10,757.15,43.13,2024,1,29.35378673702221,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
Baazar Style Retail Ltd.,30-Aug-2024,389.0,834.68,33.32,59.53,9.36,28.83,06-Sep-2024,389.00,400.00,2.83,2024,1,-0.7640469550551314,Other,neutral,1.2,60.0,20.0,15.0,0.5,10.0
ECOS (India) Mobility & Hospitality Ltd.,28-Aug-2024,334.0,601.2,55.38,70.23,19.31,44.98,04-Sep-2024,390.00,443.15,32.68,2024,1,22.498128387732965,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
Premier Energies Ltd.,27-Aug-2024,450.0,2830.4,85.49,50.73,7.59,52.82,03-Sep-2024,990.00,839.90,86.64,2024,1,53.2223427808095,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
Orient Technologies Ltd.,21-Aug-2024,206.0,214.76,75.42,302.28,66.68,106.39,28-Aug-2024,288.00,302.40,46.8,2024,1,30.54618047998347,Tech,bull,1.2,60.0,20.0,15.0,0.5,10.0
Interarch Building Products Ltd.,19-Aug-2024,900.0,600.29,79.44,127.48,20.4,65.75,26-Aug-2024,"1,220.00","1,196.45",32.94,2024,1,25.454378947961843,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
Saraswati Saree Depot Ltd.,12-Aug-2024,160.0,160.01,63.3,360.72,64.8,108.44,20-Aug-2024,194.00,203.70,27.31,2024,1,15.649835651991388,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
Brainbees Solutions Ltd.,06-Aug-2024,465.0,4193.73,8.32,4.69,2.38,7.17,13-Aug-2024,651.00,679.10,46.04,2024,1,25.36279150692753,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
Unicommerce eSolutions Ltd.,06-Aug-2024,108.0,276.57,55.83,254.2,136.56,93.66,13-Aug-2024,235.00,210.08,94.52,2024,1,54.043456711123426,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
Ola Electric Mobility Ltd.,02-Aug-2024,76.0,6145.56,2.84,2.2,3.86,2.85,09-Aug-2024,76.00,91.20,20.0,2024,1,9.552569145103686,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
Ceigall India Ltd.,01-Aug-2024,401.0,1252.66,13.13,14.85,3.89,10.14,08-Aug-2024,419.00,386.75,-3.55,2024,0,-2.361305128242312,Other,neutral,1.2,60.0,20.0,15.0,0.5,10.0
Akums Drugs & Pharmaceuticals Ltd.,30-Jul-2024,679.0,1856.74,36.57,42.15,21.02,35.54,06-Aug-2024,725.00,796.25,17.27,2024,1,11.38545592444993,Pharma,bull,1.2,60.0,20.0,15.0,0.5,10.0
Sanstar Ltd.,19-Jul-2024,95.0,510.15,58.84,135.23,23.54,57.94,26-Jul-2024,109.00,115.07,21.13,2024,1,13.508072397990055,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
Emcure Pharmaceuticals Ltd.,03-Jul-2024,1008.0,1952.03,76.95,49.21,7.23,48.13,10-Jul-2024,"1,325.05","1,359.15",34.84,2024,1,23.385549747108072,Pharma,bull,1.2,60.0,20.0,15.0,0.5,10.0
Bansal Wire Industries Ltd.,03-Jul-2024,256.0,745.0,62.01,54.16,14.16,44.08,10-Jul-2024,356.00,350.35,36.86,2024,1,22.15500567563372,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
Vraj Iron & Steel Ltd.,26-Jun-2024,207.0,171.0,69.92,221.52,57.55,88.33,03-Jul-2024,240.00,252.00,21.74,2024,1,17.404602231471948,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
Allied Blenders & Distillers Ltd.,25-Jun-2024,281.0,1500.0,21.76,34.06,4.73,17.61,02-Jul-2024,320.00,317.90,13.13,2024,1,7.084029500286132,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
Stanley Lifestyles Ltd.,21-Jun-2024,369.0,537.02,86.67,121.66,19.27,68.33,28-Jun-2024,494.95,474.75,28.66,2024,1,25.356507499768853,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
DEE Development Engineers Ltd.,19-Jun-2024,203.0,418.01,83.87,147.1,24.89,72.53,26-Jun-2024,339.00,335.32,65.18,2024,1,40.985002043295026,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
Akme Fintrade (India) Ltd.,19-Jun-2024,120.0,132.0,11.68,130.98,45.75,39.44,26-Jun-2024,127.00,133.35,11.12,2024,1,4.100527330751152,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
Le Travenues Technology Ltd.,10-Jun-2024,93.0,740.1,43.1,110.89,54.44,54.4,18-Jun-2024,138.10,165.72,78.19,2024,1,43.701322505816655,Tech,bull,1.2,60.0,20.0,15.0,0.5,10.0
Kronox Lab Sciences Ltd.,03-Jun-2024,136.0,130.15,35.53,304.26,54.9,82.62,10-Jun-2024,164.95,159.32,17.15,2024,1,11.737417245729556,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
Awfis Space Solutions Ltd.,22-May-2024,383.0,598.93,47.18,130.09,53.74,60.05,30-May-2024,435.00,421.75,10.12,2024,1,5.401611644022447,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
Go Digit General Insurance Ltd.,15-May-2024,272.0,2614.65,5.61,7.23,4.08,5.7,23-May-2024,286.00,306.00,12.5,2024,1,9.642001482276276,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
TBO Tek Ltd.,08-May-2024,920.0,1550.81,50.73,50.59,25.94,48.14,15-May-2024,"1,426.00","1,406.30",52.86,2024,1,33.135712873720635,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
Aadhar Housing Finance Ltd.,08-May-2024,315.0,3000.0,31.13,17.31,2.52,19.0,15-May-2024,315.00,329.45,4.59,2024,1,2.5355132620293817,Finance,neutral,1.2,60.0,20.0,15.0,0.5,10.0
Indegene Ltd.,06-May-2024,452.0,1841.76,77.5,56.44,8.25,49.75,13-May-2024,655.00,570.90,26.31,2024,1,13.245618845794784,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
JNK India Ltd.,23-Apr-2024,415.0,649.47,31.58,19.92,4.17,20.24,30-Apr-2024,621.00,694.55,67.36,2024,1,35.8714583259424,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
Bharti Hexacom Ltd.,03-Apr-2024,570.0,4275.0,20.07,10.28,2.74,16.87,12-Apr-2024,755.00,813.30,42.68,2024,1,24.26845514379894,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
SRM Contractors Ltd.,26-Mar-2024,210.0,130.2,23.91,214.68,45.86,60.21,03-Apr-2024,215.25,226.00,7.62,2024,1,7.141196382970417,Other,neutral,1.2,60.0,20.0,15.0,0.5,10.0
Krystal Integrated Services Ltd.,14-Mar-2024,715.0,300.12,3.54,45.38,3.32,9.74,21-Mar-2024,785.00,712.85,-0.3,2024,0,0.4622812323906118,Other,neutral,1.2,60.0,20.0,15.0,0.5,10.0
Popular Vehicles & Services Ltd.,12-Mar-2024,295.0,601.55,1.52,0.66,1.03,1.22,19-Mar-2024,289.20,276.15,-6.39,2024,0,-7.571216336135963,Other,bear,1.2,60.0,20.0,15.0,0.5,10.0
Gopal Snacks Ltd.,06-Mar-2024,401.0,650.0,7.99,9.95,4.08,6.88,14-Mar-2024,351.00,362.70,-9.55,2024,0,-5.210457222446454,Other,bear,1.2,60.0,20.0,15.0,0.5,10.0
J.G.Chemicals Ltd.,05-Mar-2024,221.0,251.19,13.41,47.72,17.59,20.02,13-Mar-2024,209.00,184.80,-16.38,2024,0,-8.672047860813489,Other,bear,1.2,60.0,20.0,15.0,0.5,10.0
R K SWAMY Ltd.,04-Mar-2024,288.0,423.56,8.85,34.16,33.33,14.81,12-Mar-2024,250.00,262.60,-8.82,2024,0,-7.9435723086033985,Other,bear,1.2,60.0,20.0,15.0,0.5,10.0
Mukka Proteins Ltd.,29-Feb-2024,28.0,224.0,76.64,246.54,57.27,95.35,07-Mar-2024,40.00,42.25,50.89,2024,1,30.995175317836583,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
Platinum Industries Ltd.,27-Feb-2024,171.0,235.32,61.19,141.66,50.17,69.4,05-Mar-2024,225.00,221.20,29.36,2024,1,17.790626155338,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
Exicom Tele-Systems Ltd.,27-Feb-2024,142.0,429.0,56.23,158.82,121.61,78.16,05-Mar-2024,265.00,224.95,58.42,2024,1,31.623089106508132,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
GPT Healthcare Ltd.,22-Feb-2024,186.0,525.14,7.57,11.03,2.35,6.26,29-Feb-2024,215.00,200.70,7.9,2024,1,5.8133620810448505,Other,neutral,1.2,60.0,20.0,15.0,0.5,10.0
Juniper Hotels Ltd.,21-Feb-2024,360.0,1800.0,1.9,0.88,1.29,1.68,28-Feb-2024,365.00,401.50,11.53,2024,1,8.600353579104702,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
Vibhor Steel Tubes Ltd.,13-Feb-2024,151.0,72.17,75.42,770.67,197.91,221.21,20-Feb-2024,425.00,446.25,195.53,2024,1,120.56715372952584,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
Entero Healthcare Solutions Ltd.,09-Feb-2024,1258.0,1600.0,1.53,0.21,1.32,1.31,16-Feb-2024,"1,228.70","1,149.55",-8.62,2024,0,-2.0105938438952906,Other,bear,1.2,60.0,20.0,15.0,0.5,10.0
Rashi Peripherals Ltd.,07-Feb-2024,311.0,600.0,61.02,65.97,10.98,44.25,14-Feb-2024,339.50,321.50,3.38,2024,1,-2.1050081038712727,Other,neutral,1.2,60.0,20.0,15.0,0.5,10.0
Jana Small Finance Bank Ltd.,07-Feb-2024,414.0,570.0,16.59,26.18,5.81,13.94,14-Feb-2024,396.00,368.15,-11.07,2024,0,-9.455475119745367,Finance,bear,1.2,60.0,20.0,15.0,0.5,10.0
Capital Small Finance Bank Ltd.,07-Feb-2024,468.0,523.07,3.4,4.11,2.62,3.23,14-Feb-2024,430.25,435.00,-7.05,2024,0,-2.68489419837402,Finance,bear,1.2,60.0,20.0,15.0,0.5,10.0
Apeejay Surrendra Park Hotels Ltd.,05-Feb-2024,155.0,920.0,32.47,54.14,31.25,35.19,12-Feb-2024,186.00,203.55,31.32,2024,1,20.333357852736626,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
BLS E-Services Ltd.,30-Jan-2024,135.0,309.29,49.54,298.02,226.49,94.98,06-Feb-2024,305.00,366.00,171.11,2024,1,104.21114305891815,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
Nova AgriTech Ltd.,23-Jan-2024,41.0,143.81,32.51,232.54,78.22,78.51,31-Jan-2024,55.00,57.75,40.85,2024,1,36.06819447196416,Tech,bull,1.2,60.0,20.0,15.0,0.5,10.0
EPACK Durable Ltd.,19-Jan-2024,230.0,640.05,10.89,29.06,6.44,12.06,30-Jan-2024,221.00,207.60,-9.74,2024,0,-4.1313284679205,Other,bear,1.2,60.0,20.0,15.0,0.5,10.0
Medi Assist Healthcare Services Ltd.,15-Jan-2024,418.0,1171.58,16.68,14.76,3.07,11.63,23-Jan-2024,460.00,464.10,11.03,2024,1,10.024696920541796,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
Jyoti CNC Automation Ltd.,09-Jan-2024,331.0,1000.0,19.08,38.31,26.48,22.59,16-Jan-2024,370.00,434.20,31.18,2024,1,21.570005290479607,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
Innova Captab Ltd.,21-Dec-2023,448.0,570.0,46.93,65.01,17.02,39.17,29-Dec-2023,452.10,541.40,20.85,2023,1,14.464173753917391,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
Azad Engineering Ltd.,20-Dec-2023,524.0,740.0,72.25,90.49,23.95,57.77,28-Dec-2023,720.00,677.50,29.29,2023,1,16.628192266078962,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
RBZ Jewellers Ltd.,19-Dec-2023,100.0,100.0,6.19,9.12,24.78,13.58,27-Dec-2023,100.00,105.00,5.0,2023,1,5.276907661479802,Other,neutral,1.2,60.0,20.0,15.0,0.5,10.0
Credo Brands Marketing Ltd.,19-Dec-2023,280.0,549.78,43.39,52.27,19.47,36.35,27-Dec-2023,282.35,312.20,11.5,2023,1,4.581524356387284,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
Happy Forgings Ltd.,19-Dec-2023,850.0,1008.59,86.32,63.14,15.02,57.89,27-Dec-2023,"1,000.00","1,030.80",21.27,2023,1,12.051544179779972,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
Muthoot Microfin Ltd.,18-Dec-2023,291.0,960.0,7.98,13.59,7.82,8.68,26-Dec-2023,275.30,266.15,-8.54,2023,0,-6.58009064348731,Other,bear,1.2,60.0,20.0,15.0,0.5,10.0
Motisons Jewellers Ltd.,18-Dec-2023,55.0,151.09,64.92,705.88,117.44,213.54,26-Dec-2023,109.00,103.55,88.27,2023,1,53.20762241815896,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
Suraj Estate Developers Ltd.,18-Dec-2023,360.0,400.0,10.92,19.89,9.54,11.78,26-Dec-2023,340.00,334.50,-7.08,2023,0,2.695975700020526,Other,bear,1.2,60.0,20.0,15.0,0.5,10.0
Inox India Ltd.,14-Dec-2023,660.0,1459.32,59.58,52.74,14.68,42.84,21-Dec-2023,949.65,939.95,42.42,2023,1,19.850204422224756,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
India Shelter Finance Corp.Ltd.,13-Dec-2023,493.0,1200.0,38.26,29.76,10.07,27.12,20-Dec-2023,620.00,544.70,10.49,2023,1,8.35278057112354,Finance,bull,1.2,60.0,20.0,15.0,0.5,10.0
DOMS Industries Ltd.,13-Dec-2023,790.0,1200.0,49.34,69.44,70.14,54.19,20-Dec-2023,"1,400.00","1,326.05",67.85,2023,1,35.87185238643104,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
Flair Writing Industries Ltd.,22-Nov-2023,304.0,593.0,49.32,35.58,13.37,34.68,01-Dec-2023,501.00,450.90,48.32,2023,1,27.576204402631696,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
Tata Technologies Ltd.,22-Nov-2023,500.0,3042.51,81.79,62.87,16.01,51.18,30-Nov-2023,"1,200.00","1,313.00",162.6,2023,1,100.82685179090208,Tech,bull,1.2,60.0,20.0,15.0,0.5,10.0
Gandhar Oil Refinery (India) Ltd.,22-Nov-2023,169.0,500.69,52.11,64.99,29.09,45.99,30-Nov-2023,298.00,301.40,78.34,2023,1,47.19684005728639,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
Fedbank Financial Services Ltd.,22-Nov-2023,140.0,1092.26,2.03,1.51,1.8,1.85,30-Nov-2023,138.00,140.25,0.18,2023,1,-3.1252343337879185,Finance,neutral,1.2,60.0,20.0,15.0,0.5,10.0
Indian Renewable Energy Development Agency Ltd.,21-Nov-2023,32.0,2150.21,42.69,22.98,7.53,27.35,29-Nov-2023,50.00,60.00,87.5,2023,1,50.354088872220096,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
ASK Automotive Ltd.,07-Nov-2023,282.0,833.91,57.55,35.43,5.55,36.03,15-Nov-2023,303.30,310.10,9.96,2023,1,8.014793246804027,Other,neutral,1.2,60.0,20.0,15.0,0.5,10.0
Protean eGov Technologies Ltd.,06-Nov-2023,792.0,489.95,19.37,31.98,8.7,17.11,13-Nov-2023,792.00,883.00,11.49,2023,1,4.70290010484859,Tech,bull,1.2,60.0,20.0,15.0,0.5,10.0
ESAF Small Finance Bank Ltd.,03-Nov-2023,60.0,463.0,73.45,88.93,17.83,54.68,10-Nov-2023,71.00,69.05,15.08,2023,1,9.697375768745925,Finance,bull,1.2,60.0,20.0,15.0,0.5,10.0
Honasa Consumer Ltd.,31-Oct-2023,324.0,1701.44,5.22,4.02,1.31,4.65,07-Nov-2023,330.00,337.10,4.04,2023,1,2.560715519711441,Other,neutral,1.2,60.0,20.0,15.0,0.5,10.0
Cello World Ltd.,30-Oct-2023,648.0,1900.0,49.78,24.45,3.17,29.5,06-Nov-2023,829.00,791.70,22.18,2023,1,11.35319895718255,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
Blue Jet Healthcare Ltd.,25-Oct-2023,346.0,840.27,6.2,13.48,2.25,5.91,01-Nov-2023,380.00,413.40,19.48,2023,1,18.11983226797598,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
IRM Energy Ltd.,18-Oct-2023,505.0,545.0,18.33,48.98,9.07,19.3,26-Oct-2023,477.25,473.15,-6.31,2023,0,-1.8842429330459656,Other,bear,1.2,60.0,20.0,15.0,0.5,10.0
Plaza Wires Ltd.,29-Sep-2023,54.0,71.28,26.2,387.25,360.04,113.74,12-Oct-2023,76.00,80.20,48.52,2023,1,23.03657224002718,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
Valiant Laboratories Ltd.,27-Sep-2023,140.0,152.46,8.78,73.74,15.72,20.95,06-Oct-2023,162.15,170.25,21.61,2023,1,13.525362944308284,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
Updater Services Ltd.,25-Sep-2023,300.0,640.0,2.44,0.87,1.39,2.1,04-Oct-2023,285.00,283.90,-5.37,2023,0,-5.207359394305164,Other,bear,1.2,60.0,20.0,15.0,0.5,10.0
JSW Infrastructure Ltd.,25-Sep-2023,119.0,2800.0,24.64,16.74,10.44,22.03,03-Oct-2023,143.00,157.30,32.18,2023,1,21.865300004388672,Other,bull,1.2,60.0,20.0,15.0,0.5,10.0
